설비 ID,설비명,발생일시,해제일시,경과(초),설비상태,설비알람레벨,알람코드,알람 명
W1ALNS537,#22-2 LOADER,2025-12-03 9:07,2025-12-03 9:20,808,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 9:09,2025-12-03 9:15,377,User Stop,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALNS537,#22-2 LOADER,2025-12-03 9:18,2025-12-03 9:20,120,User Stop,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 9:20,2025-12-03 9:21,4,Trouble,H,173,M30173 : Hoist Waiting Time over Err
W1ALAMM53,LAM #22-02,2025-12-03 9:27,2025-12-03 9:39,701,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 9:34,2025-12-03 9:39,309,User Stop,H,876,[F0876] 세파-S Y축-2 SV218 RLS 에러
W1ALAMM53,LAM #22-02,2025-12-03 9:40,2025-12-03 9:41,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 10:10,2025-12-03 10:46,2152,Trouble,H,786,M30786 :
W1ALNS537,#22-2 LOADER,2025-12-03 10:15,2025-12-03 10:46,1825,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-03 10:16,2025-12-03 10:17,29,User Stop,H,1531,[F1531] 중앙 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 10:24,2025-12-03 10:26,77,User Stop,H,1054,[F1054] 매거진-1 배출 센서 알람
W1ALNS537,#22-2 LOADER,2025-12-03 10:46,2025-12-03 10:47,50,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 10:47,2025-12-03 10:47,6,Run,,2062,
W1ALNS537,#22-2 LOADER,2025-12-03 10:50,2025-12-03 10:54,231,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 11:02,2025-12-03 11:04,98,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 11:20,2025-12-03 11:25,270,Run,,2281,
W1ALNS537,#22-2 LOADER,2025-12-03 11:25,2025-12-03 11:26,26,Trouble,H,386,M30386 :
W1ALNS537,#22-2 LOADER,2025-12-03 11:30,2025-12-03 12:15,2671,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-03 11:58,2025-12-03 12:15,1012,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 12:16,2025-12-03 12:16,18,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 12:16,2025-12-03 12:18,104,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 12:18,2025-12-03 12:21,189,User Stop,H,1056,[F1056] 매거진-2 배출 센서 알람
W1ALAMM53,LAM #22-02,2025-12-03 12:20,2025-12-03 12:21,89,User Stop,H,692,[F0692] 석션 컨베이어 텐션 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 12:39,2025-12-03 12:39,36,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-03 13:01,2025-12-03 13:02,46,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALNS537,#22-2 LOADER,2025-12-03 13:14,2025-12-03 13:15,30,Trouble,H,486,M30486 :
W1ALNS537,#22-2 LOADER,2025-12-03 13:19,2025-12-03 13:31,705,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 13:32,2025-12-03 13:32,9,Trouble,H,400,M30400 : Wind-A3 Warm Up Time Out
W1ALAMM53,LAM #22-02,2025-12-03 13:42,2025-12-03 13:42,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 14:24,2025-12-03 15:07,2559,Trouble,H,686,M30686 :
W1ALAMM53,LAM #22-02,2025-12-03 14:27,2025-12-03 14:27,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 14:38,2025-12-03 14:39,65,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALNS537,#22-2 LOADER,2025-12-03 14:44,2025-12-03 15:07,1356,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-03 15:10,2025-12-03 15:16,347,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 15:19,2025-12-03 15:20,38,User Stop,,2062,
W1ALAMM53,LAM #22-02,2025-12-03 15:34,2025-12-03 15:35,36,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 15:40,2025-12-03 15:41,47,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALNS537,#22-2 LOADER,2025-12-03 15:51,2025-12-03 15:54,179,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 16:35,2025-12-03 17:11,2160,Run,,2281,
W1ALAMM53,LAM #22-02,2025-12-03 16:37,2025-12-03 16:38,19,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 16:39,2025-12-03 16:46,444,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-03 16:45,2025-12-03 16:46,59,Trouble,H,927,[F0927] 중앙그립.OP 텐션 Air FLOW 알람
W1ALNS537,#22-2 LOADER,2025-12-03 16:46,2025-12-03 17:11,1537,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 16:55,2025-12-03 16:56,50,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 16:57,2025-12-03 16:58,8,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 16:58,2025-12-03 16:59,5,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 16:59,2025-12-03 16:59,26,User Stop,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 17:00,2025-12-03 17:06,396,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALNS537,#22-2 LOADER,2025-12-03 17:18,2025-12-03 17:21,186,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 17:22,2025-12-03 17:23,28,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 17:25,2025-12-03 17:26,51,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 17:29,2025-12-03 17:35,394,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-03 17:54,2025-12-03 18:10,984,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 18:11,2025-12-03 18:11,28,Trouble,H,486,M30486 :
W1ALAMM53,LAM #22-02,2025-12-03 19:11,2025-12-03 19:11,10,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:12,2025-12-03 19:12,10,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:12,2025-12-03 19:12,4,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:14,2025-12-03 19:15,64,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:19,2025-12-03 19:19,19,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-03 19:38,2025-12-03 19:45,376,Run,,2062,
W1ALAMM53,LAM #22-02,2025-12-03 19:46,2025-12-03 19:46,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 20:09,2025-12-03 20:09,45,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-03 20:28,2025-12-03 20:31,207,Trouble,H,286,M30286 :
W1ALNS537,#22-2 LOADER,2025-12-03 20:34,2025-12-03 20:50,976,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 20:44,2025-12-03 20:50,349,User Stop,H,280,M30280 : Wind-A1 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 20:48,2025-12-03 20:50,140,User Stop,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-03 21:10,2025-12-03 21:11,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 21:16,2025-12-03 21:21,259,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 21:24,2025-12-03 22:23,3543,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 21:51,2025-12-03 21:56,305,User Stop,H,1541,[F1541] 중앙 전극 합치 석션 벨트 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 21:58,2025-12-03 21:58,20,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 22:17,2025-12-03 22:23,387,Trouble,,2296,
W1ALNS537,#22-2 LOADER,2025-12-03 22:29,2025-12-03 22:31,91,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:53,2025-12-03 22:59,337,Trouble,H,640,M30640 : Wind-B1 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:57,2025-12-03 22:59,117,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:59,2025-12-03 22:59,10,Trouble,H,640,M30640 : Wind-B1 AS Cut-Y Waiting Position Error
